"","LocationKey","Parcel.Number","Property.Location","Closed.Roll.Year","Assessed.Land.Value","Assessed.Improvement.Value","simple415","completion_year","Use.Code","Use.Definition","Property.Class.Code","Property.Class.Code.Definition","Year.Property.Built","Property.Area","Assessor.Neighborhood.District","Assessor.Neighborhood.Code","Assessor.Neighborhood","Supervisor.District.x","Analysis.Neighborhood","Zip.Code","census_code","census_tract","Project.ID","Project.Status","Housing.Tenure","Planning.Case.Number","Section.415.Declaration","Actual.Estimated.Completion.Date","Number.of.Bathrooms","Number.of.Bedrooms","Number.of.Rooms","Number.of.Stories","Number.of.Units","Project.Units","Affordable.Units","Units.Subject.to.Section.415","On.Site.Affordable.Units","Off.Site.Affordable.Units","Off.Site.Affordable.Units.at.This.Site","SRO.Units","Studio.Units","X1bd.Units","X2bd.Units","X3bd.Units","X4bd.Units","X30..AMI","X50..AMI","X55..AMI","X60..AMI","X80..AMI","X90..AMI","X100..AMI","X120..AMI","X150..AMI"
"33103","(37.78823, -122.4180)","0279069","0000 1080 SUTTER              ST0404",2015,158084,158083,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33179","(37.78823, -122.4180)","0279069","0000 1080 SUTTER              ST0404",2016,160494,160493,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33153","(37.78823, -122.4180)","0279070","0000 1080 SUTTER              ST0501",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,5,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33192","(37.78823, -122.4180)","0279070","0000 1080 SUTTER              ST0501",2015,483839,483840,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,5,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33197","(37.78823, -122.4180)","0279070","0000 1080 SUTTER              ST0501",2016,491217,491218,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,5,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33121","(37.78823, -122.4180)","0279071","0000 1080 SUTTER              ST0502",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,5,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33170","(37.78823, -122.4180)","0279071","0000 1080 SUTTER              ST0502",2015,446241,446241,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,5,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33113","(37.78823, -122.4180)","0279071","0000 1080 SUTTER              ST0502",2016,453046,453046,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,5,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33159","(37.78823, -122.4180)","0279072","0000 1080 SUTTER              ST0503",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33200","(37.78823, -122.4180)","0279072","0000 1080 SUTTER              ST0503",2015,330982,330982,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33137","(37.78823, -122.4180)","0279072","0000 1080 SUTTER              ST0503",2016,336028,336028,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33128","(37.78823, -122.4180)","0279073","0000 1080 SUTTER              ST0504",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33140","(37.78823, -122.4180)","0279073","0000 1080 SUTTER              ST0504",2015,548239,548239,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33146","(37.78823, -122.4180)","0279073","0000 1080 SUTTER              ST0504",2016,556599,556599,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33110","(37.78823, -122.4180)","0279074","0000 1080 SUTTER              ST0601",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33097","(37.78823, -122.4180)","0279074","0000 1080 SUTTER              ST0601",2015,497238,497238,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33095","(37.78823, -122.4180)","0279074","0000 1080 SUTTER              ST0601",2016,504821,504821,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33098","(37.78823, -122.4180)","0279075","0000 1080 SUTTER              ST0602",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33105","(37.78823, -122.4180)","0279075","0000 1080 SUTTER              ST0602",2015,467660,467660,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33195","(37.78823, -122.4180)","0279075","0000 1080 SUTTER              ST0602",2016,474791,474791,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33144","(37.78823, -122.4180)","0279076","0000 1080 SUTTER              ST0603",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33114","(37.78823, -122.4180)","0279076","0000 1080 SUTTER              ST0603",2015,327413,327413,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33118","(37.78823, -122.4180)","0279076","0000 1080 SUTTER              ST0603",2016,332406,332406,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33198","(37.78823, -122.4180)","0279077","0000 1080 SUTTER              ST0604",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33100","(37.78823, -122.4180)","0279077","0000 1080 SUTTER              ST0604",2015,497240,497240,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33148","(37.78823, -122.4180)","0279077","0000 1080 SUTTER              ST0604",2016,504822,504822,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33106","(37.78823, -122.4180)","0279078","0000 1080 SUTTER              ST0701",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33177","(37.78823, -122.4180)","0279078","0000 1080 SUTTER              ST0701",2015,513382,513382,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33187","(37.78823, -122.4180)","0279078","0000 1080 SUTTER              ST0701",2016,521210,521210,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33190","(37.78823, -122.4180)","0279079","0000 1080 SUTTER              ST0702",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33099","(37.78823, -122.4180)","0279079","0000 1080 SUTTER              ST0702",2015,458944,458944,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33130","(37.78823, -122.4180)","0279079","0000 1080 SUTTER              ST0702",2016,465988,465988,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33125","(37.78823, -122.4180)","0279080","0000 1080 SUTTER              ST0703",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33205","(37.78823, -122.4180)","0279080","0000 1080 SUTTER              ST0703",2015,332512,332512,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33120","(37.78823, -122.4180)","0279080","0000 1080 SUTTER              ST0703",2016,337582,337582,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33165","(37.78823, -122.4180)","0279081","0000 1080 SUTTER              ST0704",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33194","(37.78823, -122.4180)","0279081","0000 1080 SUTTER              ST0704",2015,510834,510835,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33149","(37.78823, -122.4180)","0279081","0000 1080 SUTTER              ST0704",2016,642500,642500,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33112","(37.78823, -122.4180)","0279082","0000 1080 SUTTER              ST0801",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33154","(37.78823, -122.4180)","0279082","0000 1080 SUTTER              ST0801",2015,516122,516124,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33142","(37.78823, -122.4180)","0279082","0000 1080 SUTTER              ST0801",2016,523994,523992,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33134","(37.78823, -122.4180)","0279083","0000 1080 SUTTER              ST0802",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33186","(37.78823, -122.4180)","0279083","0000 1080 SUTTER              ST0802",2015,471740,471740,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33119","(37.78823, -122.4180)","0279083","0000 1080 SUTTER              ST0802",2016,478934,478934,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33202","(37.78823, -122.4180)","0279084","0000 1080 SUTTER              ST0803",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33158","(37.78823, -122.4180)","0279084","0000 1080 SUTTER              ST0803",2015,342941,342942,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33183","(37.78823, -122.4180)","0279084","0000 1080 SUTTER              ST0803",2016,348170,348171,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33145","(37.78823, -122.4180)","0279085","0000 1080 SUTTER              ST0804",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33209","(37.78823, -122.4180)","0279085","0000 1080 SUTTER              ST0804",2015,507950,507950,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33147","(37.78823, -122.4180)","0279085","0000 1080 SUTTER              ST0804",2016,515696,515696,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33163","(37.78823, -122.4180)","0279086","0000 1080 SUTTER              ST0901",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1248,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33172","(37.78823, -122.4180)","0279086","0000 1080 SUTTER              ST0901",2015,752745,752745,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1248,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33096","(37.78823, -122.4180)","0279086","0000 1080 SUTTER              ST0901",2016,764224,764224,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1248,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33141","(37.78823, -122.4180)","0279087","0000 1080 SUTTER              ST0902",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33185","(37.78823, -122.4180)","0279087","0000 1080 SUTTER              ST0902",2015,480124,480124,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
